"Region","Year","Gender","Location of Placement","Type of Placement","Measure Type","Variable","Value"
"Region 4: North Central","SFY 2007-2008","Total","In State","High Meadows","Number","Children in Placement",4
"Region 4: North Central","SFY 2007-2008","Total","In State","Solnit Center","Number","Children in Placement",22
"Region 4: North Central","SFY 2007-2008","Total","In State","Connecticut Juvenile Training School","Number","Children in Placement",10
"Region 4: North Central","SFY 2007-2008","Total","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",8
"Region 4: North Central","SFY 2007-2008","Total","In State","Independent Living","Number","Children in Placement",42
"Region 4: North Central","SFY 2007-2008","Total","In State","Total","Number","Children in Placement",1364
"Region 4: North Central","SFY 2007-2008","Total","Out of State","Foster Care","Number","Children in Placement",15
"Region 4: North Central","SFY 2007-2008","Total","Out of State","Relative Foster Care","Number","Children in Placement",19
"Region 4: North Central","SFY 2007-2008","Total","Out of State","Special Study","Number","Children in Placement",0
"Region 4: North Central","SFY 2007-2008","Total","Out of State","Therapeutic Foster Care","Number","Children in Placement",3
"Region 4: North Central","SFY 2007-2008","Total","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 4: North Central","SFY 2007-2008","Total","Out of State","Shelter","Number","Children in Placement",0
"Region 4: North Central","SFY 2007-2008","Total","Out of State","Group Home","Number","Children in Placement",2
"Region 4: North Central","SFY 2007-2008","Total","Out of State","Residential Treatment Center","Number","Children in Placement",70
"Region 4: North Central","SFY 2007-2008","Total","Out of State","High Meadows","Number","Children in Placement",0
"Region 4: North Central","SFY 2007-2008","Total","Out of State","Solnit Center","Number","Children in Placement",0
"Region 4: North Central","SFY 2007-2008","Total","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 4: North Central","SFY 2007-2008","Total","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 4: North Central","SFY 2007-2008","Total","Out of State","Independent Living","Number","Children in Placement",0
"Region 4: North Central","SFY 2007-2008","Total","Out of State","Total","Number","Children in Placement",109
"Region 4: North Central","SFY 2008-2009","Female","In State","Foster Care","Number","Children in Placement",210
"Region 4: North Central","SFY 2008-2009","Female","In State","Relative Foster Care","Number","Children in Placement",162
"Region 4: North Central","SFY 2008-2009","Female","In State","Special Study","Number","Children in Placement",49
"Region 4: North Central","SFY 2008-2009","Female","In State","Therapeutic Foster Care","Number","Children in Placement",58
"Region 4: North Central","SFY 2008-2009","Female","In State","PDC or Safe Home","Number","Children in Placement",16
"Region 4: North Central","SFY 2008-2009","Female","In State","Shelter","Number","Children in Placement",14
"Region 4: North Central","SFY 2008-2009","Female","In State","Group Home","Number","Children in Placement",29
"Region 4: North Central","SFY 2008-2009","Female","In State","Residential Treatment Center","Number","Children in Placement",45
"Region 4: North Central","SFY 2008-2009","Female","In State","High Meadows","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Female","In State","Solnit Center","Number","Children in Placement",8
"Region 4: North Central","SFY 2008-2009","Female","In State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Female","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",2
"Region 4: North Central","SFY 2008-2009","Female","In State","Independent Living","Number","Children in Placement",21
"Region 4: North Central","SFY 2008-2009","Female","In State","Total","Number","Children in Placement",614
"Region 4: North Central","SFY 2008-2009","Female","Out of State","Foster Care","Number","Children in Placement",7
"Region 4: North Central","SFY 2008-2009","Female","Out of State","Relative Foster Care","Number","Children in Placement",8
"Region 4: North Central","SFY 2008-2009","Female","Out of State","Special Study","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Female","Out of State","Therapeutic Foster Care","Number","Children in Placement",2
"Region 4: North Central","SFY 2008-2009","Female","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Female","Out of State","Shelter","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Female","Out of State","Group Home","Number","Children in Placement",1
"Region 4: North Central","SFY 2008-2009","Female","Out of State","Residential Treatment Center","Number","Children in Placement",22
"Region 4: North Central","SFY 2008-2009","Female","Out of State","High Meadows","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Female","Out of State","Solnit Center","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Female","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Female","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Female","Out of State","Independent Living","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Female","Out of State","Total","Number","Children in Placement",40
"Region 4: North Central","SFY 2008-2009","Male","In State","Foster Care","Number","Children in Placement",229
"Region 4: North Central","SFY 2008-2009","Male","In State","Relative Foster Care","Number","Children in Placement",140
"Region 4: North Central","SFY 2008-2009","Male","In State","Special Study","Number","Children in Placement",34
"Region 4: North Central","SFY 2008-2009","Male","In State","Therapeutic Foster Care","Number","Children in Placement",98
"Region 4: North Central","SFY 2008-2009","Male","In State","PDC or Safe Home","Number","Children in Placement",26
"Region 4: North Central","SFY 2008-2009","Male","In State","Shelter","Number","Children in Placement",9
"Region 4: North Central","SFY 2008-2009","Male","In State","Group Home","Number","Children in Placement",63
"Region 4: North Central","SFY 2008-2009","Male","In State","Residential Treatment Center","Number","Children in Placement",48
"Region 4: North Central","SFY 2008-2009","Male","In State","High Meadows","Number","Children in Placement",5
"Region 4: North Central","SFY 2008-2009","Male","In State","Solnit Center","Number","Children in Placement",10
"Region 4: North Central","SFY 2008-2009","Male","In State","Connecticut Juvenile Training School","Number","Children in Placement",6
"Region 4: North Central","SFY 2008-2009","Male","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",5
"Region 4: North Central","SFY 2008-2009","Male","In State","Independent Living","Number","Children in Placement",10
"Region 4: North Central","SFY 2008-2009","Male","In State","Total","Number","Children in Placement",683
"Region 4: North Central","SFY 2008-2009","Male","Out of State","Foster Care","Number","Children in Placement",7
"Region 4: North Central","SFY 2008-2009","Male","Out of State","Relative Foster Care","Number","Children in Placement",10
"Region 4: North Central","SFY 2008-2009","Male","Out of State","Special Study","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Male","Out of State","Therapeutic Foster Care","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Male","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Male","Out of State","Shelter","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Male","Out of State","Group Home","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Male","Out of State","Residential Treatment Center","Number","Children in Placement",63
"Region 4: North Central","SFY 2008-2009","Male","Out of State","High Meadows","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Male","Out of State","Solnit Center","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Male","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 4: North Central","SFY 2008-2009","Male","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",1
"Region 4: North Central","SFY 2008-2009","Male","Out of State","Independent Living","Number","Children in Placement",1
"Region 4: North Central","SFY 2008-2009","Male","Out of State","Total","Number","Children in Placement",82
"Region 4: North Central","SFY 2008-2009","Total","In State","Foster Care","Number","Children in Placement",439
"Region 4: North Central","SFY 2008-2009","Total","In State","Relative Foster Care","Number","Children in Placement",302
"Region 4: North Central","SFY 2008-2009","Total","In State","Special Study","Number","Children in Placement",83
"Region 4: North Central","SFY 2008-2009","Total","In State","Therapeutic Foster Care","Number","Children in Placement",156
"Region 4: North Central","SFY 2008-2009","Total","In State","PDC or Safe Home","Number","Children in Placement",42
