"Region","Year","Demographic","Out_of_State","Type of Placement","tot_Value","Measure Type","Variable"
"Region 2: South Central","SFY 2009-2010","Male","Out of State","Total",47,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","In State","Connecticut Juvenile Training School",8,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","In State","Foster Care",200,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","In State","Group Home",79,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","In State","High Meadows",6,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","In State","Independent Living",34,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","In State","Medical or Psychiatric Hospital Placement",9,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","In State","PDC or Safe Home",14,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","In State","Relative Foster Care",107,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","In State","Residential Treatment Center",36,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","In State","Shelter",14,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","In State","Solnit Center",13,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","In State","Special Study",34,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","In State","Therapeutic Foster Care",207,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","In State","Total",761,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","Out of State","Foster Care",13,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","Out of State","Group Home",2,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","Out of State","Relative Foster Care",10,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","Out of State","Residential Treatment Center",47,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","Out of State","Shelter",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","Out of State","Special Study",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2009-2010","Total","Out of State","Total",72,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","In State","Foster Care",99,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","In State","Group Home",30,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","In State","High Meadows",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","In State","Independent Living",14,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","In State","Medical or Psychiatric Hospital Placement",3,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","In State","PDC or Safe Home",1,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","In State","Relative Foster Care",57,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","In State","Residential Treatment Center",15,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","In State","Shelter",9,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","In State","Solnit Center",8,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","In State","Special Study",13,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","In State","Therapeutic Foster Care",77,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","In State","Total",326,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","Out of State","Foster Care",5,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","Out of State","Group Home",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","Out of State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","Out of State","Relative Foster Care",5,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","Out of State","Residential Treatment Center",10,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","Out of State","Shelter",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","Out of State","Special Study",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Female","Out of State","Total",21,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","In State","Connecticut Juvenile Training School",9,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","In State","Foster Care",91,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","In State","Group Home",40,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","In State","High Meadows",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","In State","Independent Living",7,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","In State","PDC or Safe Home",8,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","In State","Relative Foster Care",38,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","In State","Residential Treatment Center",25,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","In State","Shelter",8,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","In State","Solnit Center",6,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","In State","Special Study",13,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","In State","Therapeutic Foster Care",88,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","In State","Total",334,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","Out of State","Foster Care",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","Out of State","Group Home",2,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","Out of State","Relative Foster Care",9,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","Out of State","Residential Treatment Center",30,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","Out of State","Shelter",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","Out of State","Special Study",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Male","Out of State","Total",41,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Total","In State","Connecticut Juvenile Training School",9,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Total","In State","Foster Care",190,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Total","In State","Group Home",70,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Total","In State","High Meadows",0,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Total","In State","Independent Living",21,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Total","In State","Medical or Psychiatric Hospital Placement",4,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Total","In State","PDC or Safe Home",9,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Total","In State","Relative Foster Care",95,"Number","Children in Placement"
"Region 2: South Central","SFY 2010-2011","Total","In State","Residential Treatment Center",40,"Number","Children in Placement"
